"fish.id","tray","tray.position","sample.mass.mg","c.content.mg","c.content.perc","d13C","n.content.mg","n.content.perc","d15N","c.n","duplicate","X","dissection.date","student.name","species","site","collection.date","weight.g","tl.mm","sl.mm","fl.mm","liver","stomach.contents","note","ground","packaged","ran.on.ea","month","season","month.year","east_vs_west","in_vs_out","distance","shoal.spot"
"CRO172","250717_BOEM_CRO_7","B6",0.71,0.32,45.92,-22.51,0.1,14.61,14.16,3.14,"",NA,"6/11/25","Dannette","Croaker","EI1",25-05-14,"40.3","163","130","-","Y","-","","","","","May","Spring","May-25","East","In","inshore","East.In"
"CRO173","250717_BOEM_CRO_7","B7",0.64,0.29,45.87,-20.76,0.09,14.68,12.78,3.12,"",NA,"6/11/25","Dannette","Croaker","EI1",25-05-14,"42.2","165","130","-","Y","mush","","","","","May","Spring","May-25","East","In","inshore","East.In"
"CRO174","250717_BOEM_CRO_7","B8",0.7,0.32,45.81,-20.04,0.1,14.64,13.24,3.13,"",NA,"6/11/25","Dannette","Croaker","EI1",25-05-14,"40.9","165","130","-","Y","mush","","","","","May","Spring","May-25","East","In","inshore","East.In"
"CRO175","250717_BOEM_CRO_7","B9",0.73,0.34,46.4,-17.17,0.11,14.77,12.08,3.14,"",NA,"6/11/25","Dannette","Croaker","EI1",25-05-14,"110.4","215","170","-","Y","mush","","","","","May","Spring","May-25","East","In","inshore","East.In"
"CRO176","250717_BOEM_CRO_7","C1",0.66,0.3,45.72,-19.95,0.1,14.46,12.76,3.16,"",NA,"6/11/25","Dannette","Croaker","EI1",25-05-14,"53.3","175","135","-","Y","mush","","","","","May","Spring","May-25","East","In","inshore","East.In"
"CRO177","250717_BOEM_CRO_7","C2",0.75,0.33,44.25,-19.05,0.11,14.06,13.11,3.15,"",NA,"6/11/25","Dannette","Croaker","EI1",25-05-14,"61","173","140","-","Y","mush","","","","","May","Spring","May-25","East","In","inshore","East.In"
"CRO178","250717_BOEM_CRO_7","C3",0.75,0.34,44.79,-18.41,0.11,14.24,12.27,3.15,"",NA,"6/11/25","Dannette","Croaker","WO2",25-05-15,"52.7","175","137","-","Y","striped anchovy","small gonads","","","","May","Spring","May-25","West","Out","midshore","West.Out"
"CRO179","250717_BOEM_CRO_7","C4",0.74,0.33,44.32,-18.54,0.11,14.22,11.9,3.12,"",NA,"6/11/25","Dannette","Croaker","WO2",25-05-15,"65","189","150","-","Y","mush","","","","","May","Spring","May-25","West","Out","midshore","West.Out"
"CRO180","250717_BOEM_CRO_7","C5",0.72,0.32,44.5,-19.57,0.1,14.14,11.97,3.15,"",NA,"6/11/25","Cole","Croaker","WO2",25-05-15,"35.5","157","121","-","Y","vegetation","","","","","May","Spring","May-25","West","Out","midshore","West.Out"
"CRO181","250717_BOEM_CRO_7","C6",0.78,0.35,45.04,-20,0.11,14.21,13.13,3.17,"",NA,"6/11/25","Dannette","Croaker","WO2",25-05-15,"90.9","202","163","-","Y","squid?","","","","","May","Spring","May-25","West","Out","midshore","West.Out"
"CRO182","250717_BOEM_CRO_7","C9",0.73,0.33,44.74,-20.38,0.11,14.32,14.19,3.12,"",NA,"6/11/25","Cole","Croaker","WO2",25-05-15,"43.2","167","131","-","Y","vegetation","","","","","May","Spring","May-25","West","Out","midshore","West.Out"
"CRO183","250717_BOEM_CRO_7","C10",0.64,0.29,45.06,-17.95,0.09,14.18,12.32,3.18,"",NA,"6/11/25","Dannette","Croaker","WO2",25-05-15,"59.5","180","139","-","Y","-","","","","","May","Spring","May-25","West","Out","midshore","West.Out"
"CRO184","250717_BOEM_CRO_7","C11",0.69,0.3,44.11,-19.47,0.1,14.06,12.28,3.14,"",NA,"6/11/25","Dannette","Croaker","WO2",25-05-15,"46.2","171","135","-","Y","vegetation","","","","","May","Spring","May-25","West","Out","midshore","West.Out"
"CRO185","250717_BOEM_CRO_7","C12",0.73,0.33,44.45,-18.04,0.1,14.11,12.49,3.15,"",NA,"6/11/25","Cole","Croaker","WO2",25-05-15,"77.9","196","155","-","Y","sediment/mush","","","","","May","Spring","May-25","West","Out","midshore","West.Out"
"CRO186","250717_BOEM_CRO_7","D1",0.68,0.3,44.07,-19.19,0.1,14.07,11.92,3.13,"",NA,"6/11/25","Dannette","Croaker","WO2",25-05-15,"54.7","181","143","-","Y","-","","","","","May","Spring","May-25","West","Out","midshore","West.Out"
"CRO187","250717_BOEM_CRO_7","D5",0.77,0.34,44.05,-20.94,0.11,14.09,12.63,3.13,"",NA,"6/11/25","Cole","Croaker","WO2",25-05-15,"33.5","155","126","-","Y","fish stomach/mush","","","","","May","Spring","May-25","West","Out","midshore","West.Out"
"CRO188","250717_BOEM_CRO_7","D6",0.78,0.36,45.6,-19.02,0.11,14.35,11.37,3.18,"",NA,"6/16/25","Dalton","Croaker","EO1",25-05-14,"131.3","230","191","-","Y","-","","","","","May","Spring","May-25","East","Out","inshore","East.Out"
"CRO189","250717_BOEM_CRO_7","D7",0.78,0.35,44.66,-18.2,0.11,14.08,12.27,3.17,"",NA,"6/16/25","Dannette","Croaker","WI2",25-05-15,"66.1","185","145","-","Y","crab+mush?","","","","","May","Spring","May-25","West","In","midshore","West.In"
"CRO190","250717_BOEM_CRO_7","D8",0.65,0.29,44.07,-19.18,0.09,14.01,14.73,3.14,"",NA,"6/16/25","Dalton","Croaker","WI2",25-05-15,"55.1","171","137","-","Y","-","","","","","May","Spring","May-25","West","In","midshore","West.In"
"CRO191","250717_BOEM_CRO_7","D9",0.78,0.36,45.88,-19.04,0.11,14.56,13.83,3.15,"Y",NA,"6/16/25","Dannette","Croaker","WI2",25-05-15,"59.5","185","147","-","Y","mush","","","","","May","Spring","May-25","West","In","midshore","West.In"
"CRO192","250817_BOEM_CRO_8","A9",0.73,0.32,43.77,-18.22,0.1,13.85,12.67,3.16,"Y",NA,"6/16/25","Dalton","Croaker","WI2",25-05-15,"56.3","169","138","-","Y","-","","","","","May","Spring","May-25","West","In","midshore","West.In"
"CRO193","250817_BOEM_CRO_8","A10",0.69,0.31,44.42,-18.9,0.1,14.22,12.23,3.12,"",NA,"6/16/25","Dannette","Croaker","WI2",25-05-15,"73.6","199","157","-","Y","mush+snail?","","","","","May","Spring","May-25","West","In","midshore","West.In"
"CRO194","250817_BOEM_CRO_8","A11",0.65,0.32,48.45,-20.03,0.1,15.48,15.66,3.13,"",NA,"6/16/25","Dalton","Croaker","WI2",25-05-15,"49.7","174","140","-","Y","-","","","","","May","Spring","May-25","West","In","midshore","West.In"
"CRO195","250817_BOEM_CRO_8","A12",0.73,0.31,42.76,-18.42,0.1,13.79,13.27,3.1,"",NA,"6/16/25","Dannette","Croaker","WI2",25-05-15,"73.8","194","151","-","Y","worm+mush","","","","","May","Spring","May-25","West","In","midshore","West.In"
"CRO196","250817_BOEM_CRO_8","B1",0.74,0.33,45.16,-19.49,0.11,14.44,14.46,3.13,"",NA,"6/16/25","Dannette","Croaker","WI2",25-05-15,"52.7","171","134","-","Y","worm+mush","","","","","May","Spring","May-25","West","In","midshore","West.In"
"CRO197","250817_BOEM_CRO_8","B2",0.67,0.3,45.15,-18.46,0.1,14.38,11.67,3.14,"",NA,"6/16/25","Dalton","Croaker","WI2",25-05-15,"102.5","205","170","-","Y","mush","","","","","May","Spring","May-25","West","In","midshore","West.In"
"CRO198","250817_BOEM_CRO_8","B5",0.68,0.3,44.2,-19.94,0.1,14.26,12.43,3.1,"",NA,"6/16/25","Dannette","Croaker","WI2",25-05-15,"80.6","200","160","-","Y","mush","","","","","May","Spring","May-25","West","In","midshore","West.In"
"CRO199","250817_BOEM_CRO_8","B6",0.68,0.31,45.06,-22.96,0.1,14.36,14.13,3.14,"",NA,"6/16/25","Dannette","Croaker","WI1",25-05-15,"36.3","155","125","-","Y","mush","","","","","May","Spring","May-25","West","In","inshore","West.In"
"CRO200","250817_BOEM_CRO_8","B7",0.74,0.33,44.3,-23.12,0.11,14.25,11.5,3.11,"",NA,"6/16/25","Dalton","Croaker","WI1",25-05-15,"29.8","150","121","-","Y","-","","","","","May","Spring","May-25","West","In","inshore","West.In"
"CRO201","250817_BOEM_CRO_8","B8",0.72,0.32,44.74,-21.31,0.1,13.87,12.46,3.23,"",NA,"6/16/25","Dannette","Croaker","WI1",25-05-15,"33.5","147","121","-","Y","mush","","","","","May","Spring","May-25","West","In","inshore","West.In"
"CRO202","250817_BOEM_CRO_8","B9",0.65,0.28,42.83,-23.64,0.09,13.86,10.95,3.09,"",NA,"6/16/25","Dannette","Croaker","WI1",25-05-15,"27.8","150","120","-","Y","-","","","","","May","Spring","May-25","West","In","inshore","West.In"
"CRO203","250817_BOEM_CRO_8","C1",0.79,0.34,43.75,-21.06,0.11,13.83,12.55,3.16,"",NA,"6/16/25","Dalton","Croaker","WI1",25-05-15,"32.1","150","120","-","Y","mush","","","","","May","Spring","May-25","West","In","inshore","West.In"
"CRO204","250817_BOEM_CRO_8","C2",0.65,0.28,42.79,-20.28,0.09,13.52,12.17,3.16,"",NA,"6/16/25","Dalton","Croaker","WI1",25-05-15,"28.7","141","113","-","Y","-","","","","","May","Spring","May-25","West","In","inshore","West.In"
"CRO205","250817_BOEM_CRO_8","C3",0.76,0.34,44.63,-20.32,0.11,14.2,12.26,3.14,"",NA,"6/16/25","Dalton","Croaker","WI1",25-05-15,"29.7","140","110","-","N","-","","","","","May","Spring","May-25","West","In","inshore","West.In"
"CRO206","250817_BOEM_CRO_8","C4",0.63,0.28,44.67,-20.31,0.09,14.16,13.11,3.15,"",NA,"6/17/25","Dalton","Croaker","WI1",25-05-15,"26.1","141","109","-","N","-","","","","","May","Spring","May-25","West","In","inshore","West.In"
"CRO207","250817_BOEM_CRO_8","C5",0.66,0.29,44.02,-21.08,0.09,13.77,14.77,3.2,"",NA,"6/17/25","Dalton","Croaker","WI1",25-05-15,"31.6","145","112","-","Y","worm","","","","","May","Spring","May-25","West","In","inshore","West.In"
"CRO208","250817_BOEM_CRO_8","C6",0.73,0.32,44.29,-19.23,0.1,13.98,12.69,3.17,"",NA,"6/17/25","Dannette","Croaker","WI1",25-05-15,"28.1","141","110","-","Y","mush","","","","","May","Spring","May-25","West","In","inshore","West.In"
"CRO209","250817_BOEM_CRO_8","C9",0.65,0.28,43.74,-19.55,0.09,13.85,12.03,3.16,"",NA,"6/17/25","Dannette","Croaker","EI1",24-05-22,"39.5","165","130","-","Y","-","","","","","May","Spring","May-24","East","In","inshore","East.In"
"CRO210","250817_BOEM_CRO_8","C10",0.66,0.3,45.57,-20.12,0.09,14.42,12.47,3.16,"",NA,"6/17/25","Dalton","Croaker","WO2",24-05-23,"46.3","167","130","-","Y","-","","","","","May","Spring","May-24","West","Out","midshore","West.Out"
"CRO211","250817_BOEM_CRO_8","C11",0.6,0.27,45.7,-18.44,0.09,14.18,12.65,3.22,"Y",NA,"7/2/25","Dannette","Croaker","WO1",25-04-10,"81.3","201","160","-","Y","mush","","Y","Y","Y","April","Spring","April-25","West","Out","inshore","West.Out"
"LIZ001","250327_BOEM_3","C10",1.06,0.49,46,-19.06,0.16,14.92,8.21,3.08,"",NA,"2/13/25","Cole","Lizardfish","EO2",24-05-22,"98.2","261","219","239","Y","crustacean","","Y","Y","Y","May","Spring","May-24","East","Out","midshore","East.Out"
"LIZ002","250327_BOEM_3","C11",1.08,0.5,46.31,-18.92,0.16,15.08,9.59,3.07,"",NA,"2/13/25","Cole","Lizardfish","EI2",24-05-22,"124.3","276","229","251","Y","striped anchovy","","Y","Y","Y","May","Spring","May-24","East","In","midshore","East.In"
"LIZ003","250327_BOEM_3","C12",1.04,0.48,46.21,-18.65,0.16,15.14,6.3,3.05,"",NA,"2/19/25","EG","Lizardfish","WI3",24-11-08,"36.2","191","162","167","Y","mush","","Y","Y","Y","November","Autumn","November-24","West","In","offshore","West.In"
"LIZ004","250327_BOEM_3","D1",1.04,0.48,46.1,-18.36,0.16,15.01,7.95,3.07,"",NA,"2/19/25","EG","Lizardfish","EI3",24-11-01,"171.8","310","260","284","Y","mush","","Y","Y","Y","November","Autumn","November-24","East","In","offshore","East.In"
"LIZ005","250327_BOEM_3","D5",1.14,0.52,45.66,-19.14,0.17,14.8,8.17,3.08,"",NA,"2/19/25","EG","Lizardfish","WO1",24-05-23,"110","265","227","244","Y","fish","","Y","Y","Y","May","Spring","May-24","West","Out","inshore","West.Out"
"LIZ006","250327_BOEM_3","D6",0.99,0.44,44.43,-18.43,0.14,14.43,7.82,3.08,"",NA,"2/19/25","EG","Lizardfish","WI1",24-08-13,"40.8","195","166","175","Y","mush & grass?","","Y","Y","Y","August","Summer","August-24","West","In","inshore","West.In"
"LIZ007","250327_BOEM_3","D7",1.11,0.51,46.09,-18.91,0.17,14.9,8.05,3.09,"",NA,"2/19/25","Cole","Lizardfish","WI2",24-05-23,"96.4","254","210","232","Y","shrimp","","Y","Y","Y","May","Spring","May-24","West","In","midshore","West.In"
"LIZ008","250327_BOEM_3","D8",1.11,0.51,45.98,-18.9,0.16,14.83,8.16,3.1,"",NA,"2/19/25","Lindsey","Lizardfish","WO3",24-11-08,"68.5","223","193","207","Y","-","","Y","Y","Y","November","Autumn","November-24","West","Out","offshore","West.Out"
"LIZ009","250327_BOEM_3","D9",1.08,0.49,45.5,-18.67,0.16,14.67,8.01,3.1,"",NA,"2/19/25","Lindsey","Lizardfish","WO3",24-11-08,"69.9","230","198","221","Y","mush","","Y","Y","Y","November","Autumn","November-24","West","Out","offshore","West.Out"
"MOF001","250327_BOEM_2","C10",1,0.45,45.52,-18.06,0.14,14.36,8.46,3.17,"",NA,"11/18/24","EG","Moonfish","EI2",24-08-12,"174.8","230","185","201","Y","Y","","Y","Y","Y","August","Summer","August-24","East","In","midshore","East.In"
"MOF002","250327_BOEM_2","C11",1.03,0.47,45.62,-18.46,0.14,13.92,10.95,3.28,"",NA,"12/16/24","Sam","Moonfish","WO2",24-05-23,"57.6","158","129","138","Y","N","","Y","Y","Y","May","Spring","May-24","West","Out","midshore","West.Out"
"MOF003","250327_BOEM_2","C12",1.05,0.46,44.48,-18.14,0.14,13.68,10.04,3.25,"",NA,"12/16/24","Sam","Moonfish","WO2",24-05-23,"44.7","149","119","129","Y","larvae","","Y","Y","Y","May","Spring","May-24","West","Out","midshore","West.Out"
"MOF004","250327_BOEM_2","D1",0.99,0.45,45.29,-18.76,0.14,13.93,10.17,3.25,"",NA,"12/16/24","Sam","Moonfish","WO2",24-05-23,"56.3","155","126","136","Y","larvae","","Y","Y","Y","May","Spring","May-24","West","Out","midshore","West.Out"
"MOF005","250327_BOEM_2","D5",1.03,0.47,45.67,-18.35,0.14,13.62,9.79,3.35,"",NA,"12/16/24","Sam","Moonfish","WO2",24-05-23,"54.6","158","124","134","Y","larvae","","Y","Y","Y","May","Spring","May-24","West","Out","midshore","West.Out"
"MOF006","250327_BOEM_2","D6",1.03,0.47,45.69,-18.97,0.14,13.86,9.48,3.3,"",NA,"12/16/24","Sam","Moonfish","WO2",24-05-23,"55.2","159","127","138","Y","N","","Y","Y","Y","May","Spring","May-24","West","Out","midshore","West.Out"
"MOF007","250327_BOEM_2","D7",1.04,0.48,46.32,-18.33,0.15,14.3,10.62,3.24,"",NA,"12/17/24","Sam","Moonfish","WO2",24-05-23,"35.8","136","113","122","Y","larvae","","Y","Y","Y","May","Spring","May-24","West","Out","midshore","West.Out"
"MOF008","250327_BOEM_2","D8",1,0.46,46.52,-18.3,0.14,14.42,9.48,3.23,"",NA,"12/17/24","Sam","Moonfish","WO2",24-05-23,"41.4","146","119","126","Y","mush","","Y","Y","Y","May","Spring","May-24","West","Out","midshore","West.Out"
"MOF009","250327_BOEM_2","D9",0.98,0.45,46.27,-18.89,0.14,14.31,9.81,3.23,"Y",NA,"12/17/24","Sam","Moonfish","WO2",24-05-23,"50.6","153","123","134","Y","larvae","","Y","Y","Y","May","Spring","May-24","West","Out","midshore","West.Out"
"MOF010","250618_BOEM_MOF_1","A9",0.7,0.33,46.24,-18.66,0.1,13.77,12.17,3.36,"Y",NA,"12/17/24","Sam","Moonfish","WO2",24-05-23,"45.4","144","117","126","Y","larvae","","Y","Y","Y","May","Spring","May-24","West","Out","midshore","West.Out"
"MOF011","250618_BOEM_MOF_1","A11",0.75,0.34,45.81,-18.34,0.1,13.82,12.83,3.31,"",NA,"12/17/24","Sam","Moonfish","WO2",24-05-23,"51.2","160","132","141","Y","mush","","Y","Y","Y","May","Spring","May-24","West","Out","midshore","West.Out"
"MOF012","250618_BOEM_MOF_1","A12",0.65,0.3,45.63,-18.04,0.09,14.24,11.45,3.2,"",NA,"12/17/24","Sam","Moonfish","WO3",24-08-13,"78.4","170","140","149","Y","shrimp and shrimp larvae","","Y","Y","Y","August","Summer","August-24","West","Out","offshore","West.Out"
"MOF013","250618_BOEM_MOF_1","B1",0.71,0.33,46.3,-17.99,0.1,14.2,13.29,3.26,"",NA,"12/17/24","Sam","Moonfish","EI1",24-05-22,"29.4","130","104","113","Y","larval mush","","Y","Y","Y","May","Spring","May-24","East","In","inshore","East.In"
"MOF014","250618_BOEM_MOF_1","B2",0.76,0.35,46.27,-18.63,0.11,13.87,14.45,3.34,"",NA,"1/9/25","Sam","Moonfish","WI1",24-11-08,"14.3","102","82","89","Y","-","","Y","Y","Y","November","Autumn","November-24","West","In","inshore","West.In"
"MOF015","250618_BOEM_MOF_1","B5",0.78,0.35,44.67,-17.92,0.11,13.85,11.19,3.22,"",NA,"1/9/25","Cole","Moonfish","WI1",24-11-08,"9.2","82","62","72","N","mush","","Y","Y","Y","November","Autumn","November-24","West","In","inshore","West.In"
"MOF016","250618_BOEM_MOF_1","B6",0.79,0.36,45.19,-18.04,0.11,14.14,12.87,3.2,"",NA,"1/9/25","Sam","Moonfish","WI1",24-11-08,"11.2","95","75","83","Y","-","","Y","Y","Y","November","Autumn","November-24","West","In","inshore","West.In"
"MOF017","250618_BOEM_MOF_1","B7",0.69,0.31,45.04,-18,0.1,13.98,14.84,3.22,"",NA,"1/9/25","Cole","Moonfish","WI1",24-11-08,"12.9","100","78","88","N","-","","Y","Y","Y","November","Autumn","November-24","West","In","inshore","West.In"
"MOF018","250618_BOEM_MOF_1","B8",0.69,0.31,44.94,-17.59,0.1,13.97,12.6,3.22,"",NA,"1/9/25","Sam","Moonfish","WI1",24-11-08,"12.5","98","81","85","Y","-","","Y","Y","Y","November","Autumn","November-24","West","In","inshore","West.In"
"MOF019","250618_BOEM_MOF_1","B9",0.63,0.26,40.94,-18.03,0.08,12.69,11.68,3.22,"",NA,"1/9/25","Cole","Moonfish","WI1",24-11-08,"8.4","86","66","75","N","mush","","Y","Y","Y","November","Autumn","November-24","West","In","inshore","West.In"
"MOF020","250618_BOEM_MOF_1","C1",0.67,0.29,43.98,-18.13,0.09,13.77,11.34,3.19,"",NA,"1/9/25","Sam","Moonfish","WI1",24-11-08,"6.6","71","61","68","N","larval mush","","Y","Y","Y","November","Autumn","November-24","West","In","inshore","West.In"
"MOF021","250618_BOEM_MOF_1","C2",0.67,0.3,44.3,-17.43,0.09,13.58,15.52,3.26,"",NA,"1/9/25","Cole","Moonfish","WO2",24-11-08,"18.6","115","86","98","Y","mush","","Y","Y","Y","November","Autumn","November-24","West","Out","midshore","West.Out"
"MOF022","250618_BOEM_MOF_1","C3",0.76,0.35,45.47,-18.08,0.11,14.16,12.97,3.21,"",NA,"1/9/25","Sam","Moonfish","WO2",24-11-08,"20.9","119","92","99","Y","larval mush","","Y","Y","Y","November","Autumn","November-24","West","Out","midshore","West.Out"
"MOF023","250618_BOEM_MOF_1","C4",0.71,0.32,45.45,-18.48,0.1,14.03,13.55,3.24,"",NA,"1/9/25","Cole","Moonfish","WO2",24-11-08,"33.1","136","104","118","Y","-","","Y","Y","Y","November","Autumn","November-24","West","Out","midshore","West.Out"
"MOF024","250618_BOEM_MOF_1","C5",0.78,0.36,45.28,-17.95,0.11,14.1,15.04,3.21,"",NA,"1/9/25","Sam","Moonfish","WO2",24-11-08,"27.8","127","103","112","Y","-","","Y","Y","Y","November","Autumn","November-24","West","Out","midshore","West.Out"
"MOF025","250618_BOEM_MOF_1","C6",0.66,0.3,45.94,-17.74,0.09,13.98,13.01,3.29,"",NA,"1/9/25","Cole","Moonfish","WO2",24-11-08,"18.2","110","84","93","Y","mush","","Y","Y","Y","November","Autumn","November-24","West","Out","midshore","West.Out"
"MOF026","250618_BOEM_MOF_1","C9",0.78,0.35,44.99,-18.59,0.11,13.67,14.13,3.29,"",NA,"1/13/25","Cole","Moonfish","WO1",24-11-08,"19.6","117","89","99","Y","-","","Y","Y","Y","November","Autumn","November-24","West","Out","inshore","West.Out"
"MOF027","250618_BOEM_MOF_1","C10",0.78,0.35,45.14,-17.73,0.11,13.98,11.81,3.23,"",NA,"1/13/25","Cole","Moonfish","WO1",24-11-08,"16.2","109","82","94","Y","Shrimp Larva?","","Y","Y","Y","November","Autumn","November-24","West","Out","inshore","West.Out"
"MOF028","250618_BOEM_MOF_1","C11",0.7,0.31,44.79,-17.86,0.1,14,12.51,3.2,"",NA,"1/13/25","Cole","Moonfish","WO1",24-11-08,"16.4","110","82","92","Y","Shrimp Larva?","","Y","Y","Y","November","Autumn","November-24","West","Out","inshore","West.Out"
"MOF029","250618_BOEM_MOF_1","C12",0.64,0.29,44.8,-18.08,0.09,13.89,12.32,3.22,"",NA,"1/13/25","EG","Moonfish","WO1",24-11-08,"27.9","138","110","120","Y","mush","","Y","Y","Y","November","Autumn","November-24","West","Out","inshore","West.Out"
"MOF030","250618_BOEM_MOF_1","D1",0.71,0.32,44.62,-17.85,0.1,13.89,12.89,3.21,"",NA,"1/13/25","Cole","Moonfish","WO1",24-11-08,"17","110","85","96","Y","Shrimp Larva","","Y","Y","Y","November","Autumn","November-24","West","Out","inshore","West.Out"
"MOF031","250618_BOEM_MOF_1","D5",0.74,0.34,45.47,-18.26,0.1,14.04,13.39,3.24,"",NA,"1/13/25","Dannette","Moonfish","WO1",24-11-08,"19.2","115","89","100","Y","Larval","","Y","Y","Y","November","Autumn","November-24","West","Out","inshore","West.Out"
"MOF032","250618_BOEM_MOF_1","D6",0.63,0.28,44.71,-18.37,0.09,13.86,13.73,3.23,"",NA,"1/13/25","EG","Moonfish","WO1",24-11-08,"17.3","119","94","104","Y","mush","","Y","Y","Y","November","Autumn","November-24","West","Out","inshore","West.Out"
"MOF033","250618_BOEM_MOF_1","D7",0.65,0.29,44.94,-18.31,0.09,13.68,14.25,3.29,"",NA,"1/13/25","EG","Moonfish","WO1",24-11-08,"15.8","106","85","93","Y","mush","","Y","Y","Y","November","Autumn","November-24","West","Out","inshore","West.Out"
"MOF034","250618_BOEM_MOF_1","D8",0.66,0.3,45.55,-18.73,0.09,13.38,14.14,3.41,"",NA,"1/13/25","Dannette","Moonfish","WO1",24-11-08,"16.8","110","92","103","Y","mush","","Y","Y","Y","November","Autumn","November-24","West","Out","inshore","West.Out"
"MOF035","250618_BOEM_MOF_1","D9",0.73,0.32,44.33,-18.53,0.1,13.79,14.09,3.21,"Y",NA,"1/13/25","EG","Moonfish","WO1",24-11-08,"14.6","108","86","94","Y","-","","Y","Y","Y","November","Autumn","November-24","West","Out","inshore","West.Out"
"MOF036","250821_BOEM_MOF_2","A9",0.76,0.34,44.88,-17.89,0.11,14.21,11.25,3.16,"Y",NA,"1/15/25","Lindsey","Moonfish","EI1",24-08-12,"26.7","138","111","121","Y","mush","","Y","","","August","Summer","August-24","East","In","inshore","East.In"
"MOF037","250821_BOEM_MOF_2","A11",0.69,0.31,44.48,-18.39,0.1,14.04,11.33,3.17,"",NA,"1/15/25","Lindsey","Moonfish","EI1",24-08-12,"22.2","137","113","120","Y","mush","","Y","","","August","Summer","August-24","East","In","inshore","East.In"
"MOF038","250821_BOEM_MOF_2","A12",0.74,0.33,45.25,-18.02,0.1,13.78,14.31,3.28,"",NA,"1/28/25","Cole","Moonfish","WI1",24-05-23,"29.1","133","103","113","Y","shrimp larva?","","Y","","","May","Spring","May-24","West","In","inshore","West.In"
"MOF039","250821_BOEM_MOF_2","B1",0.67,0.3,45.48,-18.63,0.09,14.15,12.36,3.21,"",NA,"2/13/25","Cole","Moonfish","EI2",24-05-22,"114.7","210","159","181","Y","larval shrimp","","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"MOF040","250821_BOEM_MOF_2","B2",0.71,0.32,45.82,-18.38,0.1,14.04,12.64,3.26,"",NA,"2/13/25","Cole","Moonfish","EI2",24-05-22,"84.7","182","140","158","Y","larval shrimp","","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"MOF041","250821_BOEM_MOF_2","B5",0.68,0.31,45.97,-18.51,0.1,14.09,13.65,3.26,"",NA,"2/13/25","Cole","Moonfish","EI2",24-05-22,"46.4","155","116","133","Y","larval shrimp","","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"MOF042","250821_BOEM_MOF_2","B6",0.69,0.32,45.71,-18.55,0.1,14,12.94,3.26,"",NA,"2/13/25","Cole","Moonfish","EI2",24-05-22,"33.1","140","108","120","Y","-","","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"MOF043","250821_BOEM_MOF_2","B7",0.73,0.34,46.37,-17.66,0.1,14.3,13.64,3.24,"",NA,"2/13/25","Cole","Moonfish","EI2",24-05-22,"35.4","140","106","123","Y","-","","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"MOF044","250821_BOEM_MOF_2","B8",0.71,0.32,45.22,-18.54,0.1,13.99,12.24,3.23,"",NA,"2/13/25","Cole","Moonfish","EI2",24-05-22,"31","135","104","116","Y","-","","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"MOF045","250821_BOEM_MOF_2","B9",0.71,0.33,45.93,-18.35,0.1,14.17,13.66,3.24,"",NA,"2/24/25","Cole","Moonfish","EO3",24-05-22,"49","154","116","131","Y","shrimp larva","","Y","","","May","Spring","May-24","East","Out","offshore","East.Out"
"MOF046","250821_BOEM_MOF_2","C1",0.63,0.27,43.68,-18.78,0.08,13.4,15.96,3.26,"",NA,"3/4/25","Sam","Moonfish","WO3",24-02-26,"10","95","78","65","Y","- ","","Y","","","February","Winter","February-24","West","Out","offshore","West.Out"
"MOF047","250821_BOEM_MOF_2","C2",0.67,0.3,44.49,-17.8,0.09,13.78,15.13,3.23,"",NA,"3/6/25","Cole","Moonfish","EI1",24-02-16,"13.5","102","79","89","Y","-","","Y","","","February","Winter","February-24","East","In","inshore","East.In"
"MOF048","250821_BOEM_MOF_2","C3",0.67,0.3,44.84,-17.98,0.09,13.92,13.63,3.22,"",NA,"3/6/25","Cole","Moonfish","EI1",24-02-16,"11.1","100","76","86","N","shrimp larva","","Y","","","February","Winter","February-24","East","In","inshore","East.In"
"MOF049","250821_BOEM_MOF_2","C4",0.76,0.33,44.09,-17.38,0.1,13.87,14.23,3.18,"",NA,"3/6/25","Cole","Moonfish","EI1",24-02-16,"17.6","129","95","108","Y","-","","Y","","","February","Winter","February-24","East","In","inshore","East.In"
"MOF050","250821_BOEM_MOF_2","C5",0.74,0.33,44.57,-17.71,0.1,14.03,12.19,3.18,"",NA,"3/6/25","Cole","Moonfish","EI1",24-02-16,"28.8","135","102","117","Y","-","","Y","","","February","Winter","February-24","East","In","inshore","East.In"
"MOF051","250821_BOEM_MOF_2","C6",0.69,0.31,44.59,-17.98,0.1,13.89,11.94,3.21,"",NA,"4/16/25","Cole","Moonfish","EO3",23-10-25,"107.3","200","166","183","Y","-","","Y","","","October","Autumn","October-23","East","Out","offshore","East.Out"
"MOF052","250821_BOEM_MOF_2","C9",0.75,0.34,45.94,-18.44,0.1,14,11.79,3.28,"",NA,"4/16/25","Cole","Moonfish","EO3",23-10-25,"92.3","185","149","167","Y","-","","Y","","","October","Autumn","October-23","East","Out","offshore","East.Out"
